fighter_id,name,nickname,display_name,age,gender,nation,height_cm,weight_class,weight_class_max_kg,camp,style,stance,handedness,personality_tag,career_tier,mental_archetype,punch_power,punch_accuracy,kick_power,kick_accuracy,head_movement,footwork,cardio,takedown_offense,takedown_defense,submission_offense,submission_defense,clinch_striking,clinch_offense,clinch_defense,top_control,bottom_game,cage_wrestling,scramble_ability,fight_iq,adaptability,speed_explosiveness,strength,durability,flexibility,recovery_rate,chin,overall_current,potential,mental_score,personality_aggression,personality_composure,personality_risk_taking,personality_killer_instinct,personality_patience,personality_ego,personality_focus,personality_morale,personality_grit,personality_discipline,personality_ambition,personality_loyalty,personality_charisma,personality_attention_seeking,personality_coachability,personality_professionalism,personality_resilience,personality_sportsmanship,personality_travel_comfort,personality_fatigue_tolerance,suggested_wins,suggested_losses,suggested_draws,suggested_total_fights,suggested_win_pct,promotion_id,promotion_tier,backstory_depth,bio,ref_orig_overall,ref_orig_potential,ref_orig_winpct_from_bio,ref_bio_template_matched
745,Brandon Cooper,All-Rounder,"Brandon Cooper ""All-Rounder""",34,male,United States,177,Featherweight,65.8,Martial Performance,Balanced,southpaw,right,Showman,DecliningVet,Fragile - fades under pressure,65,64,52,57,55,56,59,57,55,60,59,62,63,63,67,58,64,62,64,64,56,63,62,56,52,55,59.6,70,51.5,57,50,63,64,35,75,54,45,45,47,46,55,72,80,55,49,48,50,46,45,18,22,0,40,0.45,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"Once a real threat in the Featherweight division, Brandon Cooper now finds the biggest occasions harder and harder to rise to. The gameplan usually starts with genuine one-punch power, backed up by a sharp read of opponents mid-fight. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. Professionally, Brandon Cooper is 18-22 through 40 fights. Still fighting on a well-regarded mid-tier circuit, on what looks like the back half of a long career.",55.1,63,,(none - fallback used)
746,Jeremy Chavez,Country Collector,"Jeremy Chavez ""Country Collector""",30,male,United States,184,Middleweight,83.9,Steel Lab,Wrestler,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,45,49,41,37,33,41,55,81,64,45,51,47,54,55,67,48,69,56,53,50,52,52,52,45,60,52,52.1,52,58.4,45,71,41,53,72,34,75,50,49,47,54,47,45,31,47,78,47,55,55,50,8,10,0,18,0.444,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Jeremy Chavez lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Suffocating top position is the calling card, with a wrestler's knack for putting people on the mat not far behind. Jeremy Chavez isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. Professionally, Jeremy Chavez is 8-10 through 18 fights. A reliable measuring-stick fight for whoever's moving up next.",55.2,59,,unspectacular_filler
747,Hunter Russell,The Coiled Python,"Hunter Russell ""The Coiled Python""",22,male,United States,173,Lightweight,70.3,Samurai Training Camp,Submission Specialist,orthodox,right,Quiet Professional,Prospect,Steady/Balanced,36,42,40,40,33,39,56,49,51,74,59,42,55,51,60,62,45,72,48,51,51,50,35,64,60,46,50.4,73,57.5,48,66,38,55,75,35,72,50,48,48,51,53,44,30,45,77,49,47,52,53,3,1,0,4,0.75,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Hunter Russell is young enough that the ceiling is still the story — under the brightest lights the sport has, the tools already look real. Constant danger on the ground is the calling card, with an unusually flexible frame not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Hunter Russell is 3-1 through 4 fights. Matchmakers are already circling for the next step up.",67.0,82,0.5,prospect_flameout
748,Patrick Jenkins,The Patient Weight,"Patrick Jenkins ""The Patient Weight""",25,male,United Kingdom,178,Lightweight,70.3,Apex Grappling,Grappler,orthodox,right,Showman,Prospect,Bottler - underperforms tools,42,41,31,35,34,37,43,48,52,61,60,38,57,51,55,64,46,61,41,45,48,44,40,55,56,42,47.2,88,51.6,59,53,61,65,43,71,46,45,52,47,48,45,72,74,48,55,47,45,45,47,6,5,0,11,0.545,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"There's still a version of the future where Patrick Jenkins is a champion. There's also a growing file of nights where the pressure won, not Patrick Jenkins. Opponents tend to game-plan around an active, dangerous guard first — a scramble instinct that survives bad positions is what usually catches them out anyway. The losses on the record cluster in the biggest moments — title shots, eliminators, nights the whole division was watching. 6-5 in 11 fights tells most of the story. Matchmakers are already circling for the next step up.",64.1,85,0.571,prospect_flameout
749,Abigail Ramirez,The Blue-Collar Grinder,"Abigail Ramirez ""The Blue-Collar Grinder""",32,female,United States,167,Bantamweight,61.2,Champion Grappling,Wrestler,orthodox,right,Aggressive,Gatekeeper,Steady/Balanced,54,47,45,42,37,51,54,71,74,54,62,51,63,66,67,56,71,66,61,59,58,71,55,43,60,53,57.3,61,52.2,80,36,72,83,39,57,51,53,49,48,51,55,50,46,54,52,45,52,49,50,14,17,0,31,0.452,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Abigail Ramirez won't headline a pay-per-view, but every prospect moving up the Bantamweight ranks eventually has to get through a fighter like this. The gameplan usually starts with raw physical strength, backed up by takedown defense that frustrates grapplers. Abigail Ramirez isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 14-17 across 31 professional fights. A reliable measuring-stick fight for whoever's moving up next.",61.0,88,,crowd_favorite_gatekeeper
750,Kyle Bennett,The Patient Finisher,"Kyle Bennett ""The Patient Finisher""",27,male,United States,176,Middleweight,83.9,Fusion Training Camp,Submission Specialist,orthodox,right,Methodical,Gatekeeper,Grinder - overperforms tools,40,43,36,41,42,45,48,50,45,84,63,38,54,45,59,77,50,80,49,39,52,49,46,60,48,44,51.0,51,58.6,50,65,41,65,78,45,75,50,47,46,46,55,45,53,55,67,49,64,45,52,10,13,1,24,0.417,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Kyle Bennett isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. Scrambling that turns bad spots good is the calling card, with an active, dangerous guard not far behind. Discipline and a refusal to have a bad camp go to waste have carried Kyle Bennett further than raw ability ever would have. 10-13-1 in 24 fights tells most of the story. Fights on a well-regarded mid-tier circuit, usually across from someone trying to climb past this level.",54.1,52,0.667,(none - fallback used)
751,Samuel Nelson,Plowhorse,"Samuel Nelson ""Plowhorse""",36,male,United States,175,Featherweight,65.8,Martial Gym,Wrestler,orthodox,right,Calm,DecliningVet,Steady/Balanced,43,40,42,31,34,33,45,70,65,44,54,42,56,53,75,42,74,52,52,49,42,54,46,39,42,50,48.8,53,55.8,43,72,45,51,70,44,74,47,48,55,52,50,48,47,47,54,45,52,50,54,16,17,0,33,0.485,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"There was a time when Samuel Nelson felt like a lock for a title run. These days the story is more about staying relevant than climbing back. The gameplan usually starts with fence-wrestling that wears opponents down, backed up by takedown defense that frustrates grapplers. Samuel Nelson isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Professionally, Samuel Nelson is 16-17 through 33 fights. Retirement talk follows, quietly, after every loss now.",56.1,63,,(none - fallback used)
752,Jacob Brown,The Python,"Jacob Brown ""The Python""",24,male,United States,174,Flyweight,56.7,Elite Performance,Submission Specialist,orthodox,left,Aggressive,Gatekeeper,Steady/Balanced,29,35,25,26,33,37,45,46,38,56,55,30,41,46,50,60,47,58,50,43,41,27,38,56,46,39,42.2,48,56.8,79,44,67,89,35,60,59,49,53,47,46,45,50,48,55,54,53,51,49,51,3,4,0,7,0.429,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Jacob Brown won't headline a pay-per-view, but every prospect moving up the Flyweight ranks eventually has to get through a fighter like this. Constant danger on the ground is the calling card, with scrambling that turns bad spots good not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Jacob Brown is 3-4 through 7 fights. Fights grinding on the local scene, usually across from someone trying to climb past this level.",62.9,83,,crowd_favorite_gatekeeper
753,Kyle Turner,Anchor,"Kyle Turner ""Anchor""",28,male,United States,183,Lightweight,70.3,Northside Academy,Grappler,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,33,42,27,40,38,40,52,54,51,56,53,37,46,52,49,56,54,54,52,50,42,50,41,44,39,42,45.9,46,59.5,55,71,44,59,71,34,72,51,46,52,51,54,42,29,49,79,48,47,46,53,11,9,0,20,0.55,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Kyle Turner lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. The gameplan usually starts with an active, dangerous guard, backed up by scrambling that turns bad spots good. Discipline and a refusal to have a bad camp go to waste have carried Kyle Turner further than raw ability ever would have. The record stands at 11-9 across 20 professional fights. Fights on the regional circuit, usually across from someone trying to climb past this level.",56.9,63,,stalled_journeyman
754,Pamela Williams,Wildman,"Pamela Williams ""Wildman""",19,female,United States,159,Strawweight,52.2,Peak Athletic,Brawler,orthodox,right,Methodical,Prospect,Steady/Balanced,76,49,52,55,46,51,53,45,54,42,47,62,59,60,52,44,63,50,39,47,68,71,67,53,66,57,54.9,79,55.5,49,64,43,55,75,45,74,48,48,52,48,47,46,51,54,46,51,50,54,49,2,1,0,3,0.667,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Pamela Williams is young enough that the ceiling is still the story — on the sport's biggest stage, the tools already look real. A chin that's absorbed some heavy shots is the calling card, with genuine one-punch power not far behind. Pamela Williams isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 2-1 across 3 professional fights. Matchmakers are already circling for the next step up.",60.3,84,0.333,prospect_flameout
755,George Price,Clocking-In,"George Price ""Clocking-In""",32,male,United States,176,Welterweight,77.1,Wolf Gym,Balanced,orthodox,right,Methodical,Gatekeeper,Grinder - overperforms tools,54,51,45,43,42,48,50,50,51,54,59,48,58,46,52,51,54,42,61,61,52,54,49,49,46,44,50.5,51,58.6,46,62,49,78,72,49,79,51,54,54,54,55,51,53,52,45,45,53,52,50,8,7,0,15,0.533,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"What George Price lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. A sharp read of opponents mid-fight is the calling card, with a scramble instinct that survives bad positions not far behind. George Price isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. Professionally, George Price is 8-7 through 15 fights. A reliable measuring-stick fight for whoever's moving up next.",58.4,92,,crowd_favorite_gatekeeper
756,Zachary Turner,Lock,"Zachary Turner ""Lock""",36,male,United States,178,Lightweight,70.3,Southside Martial Arts,Submission Specialist,orthodox,right,Calm,DecliningVet,Steady/Balanced,41,47,32,47,36,37,46,50,48,75,53,35,44,43,55,76,40,73,62,57,37,43,44,59,41,42,48.6,58,56.5,41,73,42,51,74,48,69,47,50,52,53,52,45,50,49,55,53,50,53,55,22,18,0,40,0.55,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Zachary Turner has been around long enough to have a signature win and a signature loss — the Lightweight division has mostly moved on since. A sharp read of opponents mid-fight is the calling card, with constant danger on the ground not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 22-18 across 40 professional fights. Still fighting in a promotion pushing hard to be the next big thing, on what looks like the back half of a long career.",54.7,53,0.613,veteran_gatekeeper
757,Joshua Cruz,The Sniper,"Joshua Cruz ""The Sniper""",21,male,United States,179,Welterweight,77.1,Steel Lab,Striker,southpaw,right,Calm,Unproven,Steady/Balanced,63,44,63,57,51,50,50,43,46,34,41,47,42,42,43,39,38,48,43,36,61,42,50,50,49,47,46.9,57,56.0,44,72,43,52,78,44,70,46,52,50,45,51,48,47,45,54,53,45,53,48,2,3,0,5,0.4,P7,Tier3_Regional,Minimal - record only,"It's early for Joshua Cruz. On the regional circuit, and there isn't enough tape yet to know what this becomes. Opponents tend to game-plan around explosive first-step speed first — pinpoint kicking range is what usually catches them out anyway. Joshua Cruz isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 2-3 across 5 professional fights. Fighting on the regional circuit while the sample size builds.",45.9,46,0.4,straightforward_prospect_record
758,Gary Perry,Battle-Worn Wall,"Gary Perry ""Battle-Worn Wall""",35,male,United States,163,Bantamweight,61.2,Steel Striking,Grappler,orthodox,right,Calm,Gatekeeper,Steady/Balanced,30,34,26,36,38,36,45,50,47,60,56,37,48,58,48,55,45,51,57,54,31,38,38,48,43,35,44.0,45,55.8,41,76,45,53,70,45,75,52,48,51,50,50,52,54,46,48,49,49,48,48,17,15,0,32,0.531,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Gary Perry is the kind of Bantamweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. A sharp read of opponents mid-fight is the calling card, with constant danger on the ground not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 17-15 in 32 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",58.2,69,0.679,record_leads_no_title
759,Jerry Ross,Coiled Lock,"Jerry Ross ""Coiled Lock""",27,male,United States,175,Featherweight,65.8,Alpha Combat,Submission Specialist,orthodox,right,Showman,Gatekeeper,Steady/Balanced,26,39,21,33,24,25,46,47,35,74,48,24,39,46,51,67,37,68,49,46,37,33,33,53,54,36,42.0,48,52.9,65,52,67,55,40,77,47,52,55,54,52,53,70,79,49,60,51,59,50,45,6,6,0,12,0.5,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Jerry Ross is the kind of Featherweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. An active, dangerous guard is the calling card, with constant danger on the ground not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Jerry Ross is 6-6 through 12 fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",59.6,67,0.571,(none - fallback used)
760,Brian Cruz,The Mat King,"Brian Cruz ""The Mat King""",29,male,United States,169,Bantamweight,61.2,NextGen BJJ,Wrestler,orthodox,right,Aggressive,Gatekeeper,Fragile - fades under pressure,58,41,33,38,47,47,63,64,67,52,51,52,58,63,59,50,69,57,55,62,58,61,56,42,59,44,54.1,56,50.2,71,44,72,66,38,60,51,52,50,55,53,50,53,48,45,46,45,47,46,50,10,12,0,22,0.455,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Brian Cruz shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. Opponents tend to game-plan around a gas tank that doesn't run empty first — fence-wrestling that wears opponents down is what usually catches them out anyway. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. Professionally, Brian Cruz is 10-12 through 22 fights. A reliable measuring-stick fight for whoever's moving up next.",55.3,65,,never_ranked_but_respected
